MapDate,FIPS,CountyName,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190423,6025,Imperial,CA,34.9,65.1,0,0,0,0,2019-04-23,2019-04-29,2
20190416,6025,Imperial,CA,34.9,65.1,0,0,0,0,2019-04-16,2019-04-22,2
20190409,6025,Imperial,CA,34.9,65.1,0,0,0,0,2019-04-09,2019-04-15,2
20190402,6025,Imperial,CA,34.9,65.1,0,0,0,0,2019-04-02,2019-04-08,2
20190326,6025,Imperial,CA,34.9,65.1,0,0,0,0,2019-03-26,2019-04-01,2
20190319,6025,Imperial,CA,34.9,65.1,0,0,0,0,2019-03-19,2019-03-25,2
20190312,6025,Imperial,CA,34.9,65.1,0,0,0,0,2019-03-12,2019-03-18,2
20190305,6025,Imperial,CA,1.9,98.1,0,0,0,0,2019-03-05,2019-03-11,2
20190226,6025,Imperial,CA,1.9,98.1,0,0,0,0,2019-02-26,2019-03-04,2
20190219,6025,Imperial,CA,1.51,98.49,0,0,0,0,2019-02-19,2019-02-25,2
20190212,6025,Imperial,CA,0,92.54,7.46,0,0,0,2019-02-12,2019-02-18,2
20200211,6065,Riverside,CA,100,0,0,0,0,0,2020-02-11,2020-02-17,2
20200204,6065,Riverside,CA,100,0,0,0,0,0,2020-02-04,2020-02-10,2
20200128,6065,Riverside,CA,100,0,0,0,0,0,2020-01-28,2020-02-03,2
20200121,6065,Riverside,CA,100,0,0,0,0,0,2020-01-21,2020-01-27,2
20200114,6065,Riverside,CA,100,0,0,0,0,0,2020-01-14,2020-01-20,2
20200107,6065,Riverside,CA,100,0,0,0,0,0,2020-01-07,2020-01-13,2
20191231,6065,Riverside,CA,100,0,0,0,0,0,2019-12-31,2020-01-06,2
20191224,6065,Riverside,CA,100,0,0,0,0,0,2019-12-24,2019-12-30,2
20191217,6065,Riverside,CA,100,0,0,0,0,0,2019-12-17,2019-12-23,2
20191210,6065,Riverside,CA,100,0,0,0,0,0,2019-12-10,2019-12-16,2
20191203,6065,Riverside,CA,46.31,53.69,0,0,0,0,2019-12-03,2019-12-09,2
20191126,6065,Riverside,CA,0.98,80.65,18.37,0,0,0,2019-11-26,2019-12-02,2
20191119,6065,Riverside,CA,0,81.63,18.37,0,0,0,2019-11-19,2019-11-25,2
20191112,6065,Riverside,CA,0,81.63,18.37,0,0,0,2019-11-12,2019-11-18,2
20191105,6065,Riverside,CA,79.43,10.66,9.91,0,0,0,2019-11-05,2019-11-11,2
20191029,6065,Riverside,CA,79.43,10.66,9.91,0,0,0,2019-10-29,2019-11-04,2
20191022,6065,Riverside,CA,79.43,10.66,9.91,0,0,0,2019-10-22,2019-10-28,2
20191015,6065,Riverside,CA,79.43,10.66,9.91,0,0,0,2019-10-15,2019-10-21,2
20191008,6065,Riverside,CA,79.44,10.66,9.91,0,0,0,2019-10-08,2019-10-14,2
20191001,6065,Riverside,CA,79.43,10.66,9.91,0,0,0,2019-10-01,2019-10-07,2
20190924,6065,Riverside,CA,53.03,37.06,9.91,0,0,0,2019-09-24,2019-09-30,2
20190917,6065,Riverside,CA,53.03,37.06,9.91,0,0,0,2019-09-17,2019-09-23,2
20190910,6065,Riverside,CA,53.03,38.28,8.69,0,0,0,2019-09-10,2019-09-16,2
20190903,6065,Riverside,CA,53.03,38.28,8.69,0,0,0,2019-09-03,2019-09-09,2
20190827,6065,Riverside,CA,53.03,38.28,8.69,0,0,0,2019-08-27,2019-09-02,2
20190820,6065,Riverside,CA,56.12,43.88,0,0,0,0,2019-08-20,2019-08-26,2
20190813,6065,Riverside,CA,67.8,32.2,0,0,0,0,2019-08-13,2019-08-19,2
20190806,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-08-06,2019-08-12,2
20190730,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-07-30,2019-08-05,2
20190723,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-07-23,2019-07-29,2
20190716,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-07-16,2019-07-22,2
20190709,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-07-09,2019-07-15,2
20190702,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-07-02,2019-07-08,2
20190625,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-06-25,2019-07-01,2
20190618,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-06-18,2019-06-24,2
20190611,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-06-11,2019-06-17,2
20190604,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-06-04,2019-06-10,2
20190528,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-05-28,2019-06-03,2
20190521,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-05-21,2019-05-27,2
20190514,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-05-14,2019-05-20,2
20190507,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-05-07,2019-05-13,2
20190430,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-04-30,2019-05-06,2
20190423,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-04-23,2019-04-29,2
20190416,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-04-16,2019-04-22,2
20190409,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-04-09,2019-04-15,2
20190402,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-04-02,2019-04-08,2
20190326,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-03-26,2019-04-01,2
20190319,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-03-19,2019-03-25,2
20190312,6065,Riverside,CA,75.94,24.06,0,0,0,0,2019-03-12,2019-03-18,2
20190305,6065,Riverside,CA,56.56,43.44,0,0,0,0,2019-03-05,2019-03-11,2
20190226,6065,Riverside,CA,56.56,43.44,0,0,0,0,2019-02-26,2019-03-04,2
20190219,6065,Riverside,CA,39.42,60.58,0,0,0,0,2019-02-19,2019-02-25,2
20190212,6065,Riverside,CA,0,63.6,36.4,0,0,0,2019-02-12,2019-02-18,2
20200211,6073,San Diego,CA,100,0,0,0,0,0,2020-02-11,2020-02-17,2
20200204,6073,San Diego,CA,100,0,0,0,0,0,2020-02-04,2020-02-10,2
20200128,6073,San Diego,CA,100,0,0,0,0,0,2020-01-28,2020-02-03,2
20200121,6073,San Diego,CA,100,0,0,0,0,0,2020-01-21,2020-01-27,2
20200114,6073,San Diego,CA,100,0,0,0,0,0,2020-01-14,2020-01-20,2
20200107,6073,San Diego,CA,100,0,0,0,0,0,2020-01-07,2020-01-13,2
20191231,6073,San Diego,CA,100,0,0,0,0,0,2019-12-31,2020-01-06,2
20191224,6073,San Diego,CA,100,0,0,0,0,0,2019-12-24,2019-12-30,2
20191217,6073,San Diego,CA,100,0,0,0,0,0,2019-12-17,2019-12-23,2
20191210,6073,San Diego,CA,100,0,0,0,0,0,2019-12-10,2019-12-16,2
20191203,6073,San Diego,CA,100,0,0,0,0,0,2019-12-03,2019-12-09,2
20191126,6073,San Diego,CA,77.96,22.04,0,0,0,0,2019-11-26,2019-12-02,2
20191119,6073,San Diego,CA,0,100,0,0,0,0,2019-11-19,2019-11-25,2
20191112,6073,San Diego,CA,0,100,0,0,0,0,2019-11-12,2019-11-18,2
20191105,6073,San Diego,CA,100,0,0,0,0,0,2019-11-05,2019-11-11,2
20191029,6073,San Diego,CA,100,0,0,0,0,0,2019-10-29,2019-11-04,2
20191022,6073,San Diego,CA,100,0,0,0,0,0,2019-10-22,2019-10-28,2
20191015,6073,San Diego,CA,100,0,0,0,0,0,2019-10-15,2019-10-21,2
20191008,6073,San Diego,CA,100,0,0,0,0,0,2019-10-08,2019-10-14,2
20191001,6073,San Diego,CA,100,0,0,0,0,0,2019-10-01,2019-10-07,2
20190924,6073,San Diego,CA,1.5,98.5,0,0,0,0,2019-09-24,2019-09-30,2
20190917,6073,San Diego,CA,1.5,98.5,0,0,0,0,2019-09-17,2019-09-23,2
20190910,6073,San Diego,CA,1.5,98.5,0,0,0,0,2019-09-10,2019-09-16,2
20190903,6073,San Diego,CA,1.5,98.5,0,0,0,0,2019-09-03,2019-09-09,2
20190827,6073,San Diego,CA,1.5,98.5,0,0,0,0,2019-08-27,2019-09-02,2
20190820,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-08-20,2019-08-26,2
20190813,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-08-13,2019-08-19,2
20190806,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-08-06,2019-08-12,2
20190730,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-07-30,2019-08-05,2
20190723,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-07-23,2019-07-29,2
20190716,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-07-16,2019-07-22,2
20190709,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-07-09,2019-07-15,2
20190702,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-07-02,2019-07-08,2
20190625,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-06-25,2019-07-01,2
20190618,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-06-18,2019-06-24,2
20190611,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-06-11,2019-06-17,2
20190604,6073,San Diego,CA,1.74,98.26,0,0,0,0,2019-06-04,2019-06-10,2
20190528,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-05-28,2019-06-03,2
20190521,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-05-21,2019-05-27,2
20190514,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-05-14,2019-05-20,2
20190507,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-05-07,2019-05-13,2
20190430,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-04-30,2019-05-06,2
20190423,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-04-23,2019-04-29,2
20190416,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-04-16,2019-04-22,2
20190409,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-04-09,2019-04-15,2
20190402,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-04-02,2019-04-08,2
20190326,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-03-26,2019-04-01,2
20190319,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-03-19,2019-03-25,2
20190312,6073,San Diego,CA,1.71,98.29,0,0,0,0,2019-03-12,2019-03-18,2
20190305,6073,San Diego,CA,1.67,98.33,0,0,0,0,2019-03-05,2019-03-11,2
20190226,6073,San Diego,CA,1.67,98.33,0,0,0,0,2019-02-26,2019-03-04,2
20190219,6073,San Diego,CA,1.67,93.15,5.18,0,0,0,2019-02-19,2019-02-25,2
20190212,6073,San Diego,CA,0,0,100,0,0,0,2019-02-12,2019-02-18,2
